,text
11637,"is real donald trump debating with two people this is clear compromise by the presenter
"
11638,"seriously i have seen 13yearolds in junior high debate more civilized than that br br i am telling y39all one thing 4 years back when trump got elected we all laughed and thought quotwalt disney would be so proud mickey and donald are finally in the white housequot br br now now the time for laughing is over over here in germany we are praying for all of you in the us we are praying that you will come to your senses and make the right choicebr br good luck
"
11639,"trump is one of those people who have nothing to say and nothing good to say and starts to say the stupidest samp ever and then he starts insulting hunter biden joe biden son like stop it lets talk about donald trump jr the second donald duck also he always tilts his head like a confused puppy
"
11640,"donald trump is one of the worst human beings america has ever produced
"
11641,"quoti want peacequotbr  deldonald trumpdel 
"
11642,"40 of us want 4 more years of this absolute nonsense donald trump is a raging incompetent youre fired donald jessica trump br a hrefhttpwwwyoutubecomresultssearch_query23bidenharris2020bidenharris2020a
"
11643,"the way president donald trump roasted biden so satisfying to watch  vote for trump  throw out radical left weeds from usa 
"
11644,"donald trump typical liar that try to cover and confuse otherbr he will keep interrupt and on and onbr br with president like this you dont need china to feel threatenbr one more term with this guy the usa will go down as never before
"
11645,"donald trump is sad
"
11646,"nbc is fake news terrorists news donald will win
"
11647,"pay close attention to both their attitudes execution aside it39s very simple br you want a shot at a respectful and honest america vote joe biden br you want to continue a dishonest america with no respect vote trump or don39t vote it39s that simple vote the obvious bully donald trump or vote the seemingly antihero joe biden or do nothing and agree with trump39s presidency br br one nonvote is the seed you sow americans will collectively decide what they will reap in 4 years from now think it through every vote and nonvote counts towards one or the other
"
11648,"donald trump embarrassing president of united state
"
11649,"donald trump didn39t even study in university his sister did his test donald trump did not do anything his sister had to cheat it for him to be passed the test in it schools and colleges
"
11650,"donald trump it39s just unbelievable not giving a chance to joe biden to talk i think his mother didn39t teach him not to over talk somebody talkin it39s a shame this isn39t just shame this president is shame
"
11651,"donald has brought the usa into the gutter and embarrassed his country again  he39s clearly desperate  if he loses he39s finished
"
11652,"between biden not answering crap donald trump being rude and obnoxiousbr and the liberal reporter being really biasedbr br br br br this was just a joke
"
11653,"this debate was just a try to attack donald trump
"
11654,"stick with it donald  you39re needed
"
11655,"dont vote for donald trump
"
11656,"donald trump is a joke
"
11657,"joe biden is 77br donald trump 74br there both knocking on deaths door
"
11658,"former vice president joe biden wrongly claimed president donald trump has yet once to condemn white supremacy the neonazis  trump drew criticism for his condemnation of hatred bigotry and violence on many sides after a rally organized by a white nationalist in charlottesville in 2017 and for saying there were very fine people on both sides but contrary to bidens claim the president twice specifically condemned white supremacists and neonazis and he has repeated that condemnation since
"
11659,"donald trump is orangeeee 
"
11660,"fuxk donald trump
"
11661,"donald trump doesn39t know how to listen to other people
"
11662,"the american people need to wake up the problems with our country are not at the feet of donald trump or joe biden it39s not a black  white latino or asian issue it39s not a republican or democrat right or left issue it39s not a three percenter oath keeper nfac antifa blm proud boys black panthers or any other groups issueand trust  me when i tell you it39s not a wear the mask or don39t wear the mask issue and finally it39s not a covid 19 issue these are just a few of the tools that the elites use to seperate the american people and sow hate chaos and disdain among the peopletruthfully most people care about and love other peoplei understand there are some that don39t feel that way but the majority of people are not racist and would help another person if they needed helpif there was a car accident and a family was inside hurt and the car was on firei39m willing to say 90 of people would run to help the family with small children get out of the car regardless of the color of their skinthe elites want to seperate us to carry out their agenda and their agenda will fail if we the people of this united states would come together and just love each other and help each other we will win this fight
"
11663,"donald trump is a good president joe biden blows too much hot air when he talks  the both interrupted eachother but i agree trump did a little more
"
11664,"donald trump won this one
"
11665,"quotwhite supremacist stand byquot  donald helsinki trump
"
11666,"a hrefhttpwwwyoutubecomresultssearch_query23ffa donald
"
11667,"donald trump is the president of dickheads 
"
11668,"hilarious who are these actors they copied joe and donald to a tee
"
11669,"donald trump is despicable but i must say joe biden didnt won the debate and its sad because this was his opportunity to have a lot of moments
"
11670,"why is it that donald trump always attacks the loved ones of his opponent whilst they only attack trump himself
"
11671,"we the people will not go along with you donald trump any longer period 
"
11672,"the only ones commiting voterfraud in the upcoming election is donald trump and his maga trators no one else
"
11673,"donald snooki wants her tan back
"
11674,"donald trump is the person in an argument who just talks louder than the other person so they can39t get their point across
"
11675,"i am wondering why republican choose this donald trump as us presidential candidate  in 2016 
"
11676,"moderator everytime you tell a lie you loos a million dollarsbr donald trump 
"
11677,"vote for donald trump
"
11678,"donald looks so haggard and tense
"
11679,"quotthis is not going to end wellquotbr  donald trump 2020 presidential debatebr br who ever wins this election  thanks for the laughs and good luck america
"
11680,"donald trump is a narcissist a hrefhttpwwwyoutubecomresultssearch_query23unfitunfita
"
11681,"i support 7 billion votes for president donald trump 2020
"
11682,"i didnt know it was another donald trump roast were was comedy central at
"
11683,"seriously what is wrong with donald trump what a racist dogwhistling abomination
"
11684,"these two both have their pros and cons and i just wish they wouldnt make it so nasty i just want peace and i know they both have good intentions but donald did act a bit childish on this occasion
"
11685,"donald trump is going to win it was already predicted in the bible in god39s purpose plan
"
11686,"donald trump don39t say smart to mebr br also trump walks out holding the bible upside down
"
11687,"god bless donald trump  a hrefhttpwwwyoutubecomresultssearch_query23trump2020trump2020a
"
11688,"donald trump is a petulant crying baby
"
11689,"i39m from a third world country but i feel sad for the us that they had to endure donald trump for 4 years this cromagnon of a man should learn some manners when something so simple as not interrupting a person when he talks is beyond is capability how do you expect him to properly govern a country as big as the us he39s just making his inability to clearly answer for the issues and problems of his administration that he couldn39t remedy donaldtrump shame on you be honest with yourself if you39re a normanl voter you wouldn39t even vote for yourself
"
11690,"74 years of trump blowing his trumpet that he39s announcing why he should be bsupreme ruler of the universeb and yet still he possesses no civility nor manners whatsoever interrupting biden like a persistent loquacious preschooler to an elaborative teacher the judge and the other preschooler behaving much kinder and asking like lol watching this from my pov in australia this is hilarious watching two pertinacious toddlers fighting over a presidential spot also i support democracy but do not wish to offend republicans andor supporters of donald trump
"
11691,"donald trump speaks like a child
"
11692,"donald is such a child constantly interrupting biden what a juvenile
"
11693,"shame on you donald trump  biden gave tko 
"
11694,"haha when joe biden told donald trump shut up man
"
11695,"as far as the ballots being a concern  it39s been done for many elections before and it39s never been a problem and if anything for that reason with today39s technology and improved logistics our mail in balloting should therefore be even more improved and reliable as of today by that logic i can highly approve mail balloting and the fbi has confirmed that there is nothing to be concerned about mail balloting  what we should be concerned about not knowing why donald trump insist on pushing this false claim that can be damaging to the confidence of the election asking the proud boys to standby instead of denouncing racism he39s asking the white power militias to standby bthe only thing donald trump has done more for black people than any other president has is to stoke more racists hate against blacks in america  and when an unarmed black person is shot down by the police donald trump only praises the police refusing to admit to a systemic racism problem in our policing i only see this as the main reason why a black person should not voting for donald trump  four more years of lies abuse of power presidential crimes and a racist in the white house stoking racists hate a greater divide and fascist violence is not the answer to our problemsb
"
11696,"factbr donald trump vs chris wallace
"
11697,"im sorry im a black woman and i love donald he is a very sensitive to criticism because he is a noble character i would vote for him despite his flaws biden will be a disaster i would chose donald despite his flaws one of those  weaknesses is that he mistakes white supremacists as being the same as his white people white supremacists are the debauched amoral vermin that are a bunch of destructive brutes they are not responsible for any of the great things that whites are to be proud of trump should have the sophistication to distance himself from the cesspool of racists who think the republican party is about racism
"
11698,"donald trump39s debate tactic 1 the straw man deflect the question and ask a completely different question with no relevancy to the original question tatic 2 discredit the source in this case joe biden he targets his son and calls joe biden stupid he basically repeats tactics relentlessly which makes him hard to debate because it puts the opposition on defense while trump goes on attack constantly honestly i disagree with trump on basically everything but he39s better than joe at debating imo
"
11699,"joe was good donald a disaster come on mr biden you will win
"
11700,"mcdonald trump is a joke
"
11701,"donald trump can go f himself
"
11702,"i actually thought joe biden was really great and composed but the donald was like a 10 year old god he39s such a dickhead
"
11703,"i39m wheezing at how tense donald duck was and biden was so calm lol
"
11704,"this presidential debate was more like donald trump vs chris wallace rather than joe biden
"
11705,"donald quickly devolved this so called quotdebatequotbr into a petulant childish shouting matchbr donald is scared and dangerously desperatebr joe did his best to act like an adult during donald39s tantrum
"
11706,"only in america  just let them go out back and take it to the streets last man standing wins donald trump is nothing but a loud mouth bully  his ego is bigger than that big hair he has on his head all puffed up and overinflated  biden is like bring it on let39s go bidenharris 2020 maybe then we don39t have to hear any more lies
"
11707,"dump donald chump and dunce pence 2020
"
11708,"donald it is my turn and only my turn to speak j trump
"
11709,"i really hope the rest of the world was not watching this donald trump really makes this great country look like a joke
"
11710,"donald needs calm down let joe finish talking
"
11711,"donald will you be quiet for a moment
"
11712,"usa presidential trump amp pence team for 2021br br the word of god romans a hrefhttpswwwyoutubecomwatchvc7gw6t3s4ampt13m01s1301a says quoteveryone must submit to governing authorities  for all authority comes from god and those in positions of authority have been placed there by godquot  amenbr br the president of the united states is the chief of the executive branch which also includes the vice president and the rest of the president39s cabinet 15 executive departments and numerous federal agencies boards commissions and committees  the power of the executive branch is vested in the president of the united states who also acts as head of the state and commanderinchief of the armed forcesbr br we are very proud and happy to have two excellent very high caliber president donald john trump vice president michael mike richard pence and the executive branch for their leadership in the oval office located at the white house each day of our livesbr br thanks very much to president donald j trump39s family to include his lucky wife melania 2 divorced  wives marlar maples amp ivana his children  ivanka barron donald jr tiffany amp eric for their hardworking continuous support  br br note  due to dress shoes with high heels being worn by melania and steps to climb up amp down president donald trump has for many times tried to hold melania39s hand for physical security to avoid 39slip amp fall39 and possible embarrassments on video cameras as 39first lady39br br thanks very much to vice president michael r pence39s family to include his lucky wife karen his children audrey charlotte amp michael jr for their very hardworking continuous supportbr br dr abraham maslow39s theory 39hierarchy of human basic needs39 has been published in 1943 to record the main physiological requirements for human survival which include various forms  methods of shelter food water clothing sleep amp rest health homeostasis transportation etc 39 beginning with a new born baby from the cradle to the gravebr br unless an individual receives inheritances gifts donations or is being a part of owning some properties  financial programs each of us work for our livelihoods to pay for our daily cost of living expenses during our world pandemic covid19 crisis thanks very much to our world leaders to include our excellent usa oval office leaders president donald trump amp vice president mike pence amp all for our stimulus payments which have helped to pay for our daily cost of living expensesbr br thanks very much for approving amp mailing or making direct deposits for a second stimulus payment to each american citizen which i am praying to receive soonbr br when our 44th usa president barack obama took over the oval office at the white house during his first term from 012009 to 012013 he amp vp joe biden team surprised usa by freezing social security income for 4 years 48 months which has caused many family units a difficult time suffering from financial hardships to include inflation amp rising costs to pay for their shelter mortgage rent etc  transportation air plane tickets car loans taxis railways bus fares gasoline etc  clothing food amp drinks health insurances etc   please do not do thisbr br the usa needs and wants a presidential team amp leadership which will help our innocent usa citizens to pay for their daily cost of living expenses such as 39shelter clothing transportation insurances food health etc 39  those who are available amp can work need to be employed for income to pay for their cost of living expensesbr br thanks to president trump amp vice president pence for supporting the usa workers  everyone please vote 4 more years from 12021 to 12025 for trump amp pence team who cares financially about each family unit in the usabr br god bless usa amp other countries in god we trust amenbr br god39s glory forever br myanmarahla the beauty of myanmarbr miss lois jane teresa lee br myint myint yee br lee wren aha ngwebr  moonbeamsbr br phone 740 3223601br email address ljtlee003a hrefhttpterpalumumdeduterpalumumdedua or myanmarahlaa hrefhttpgmailcomgmailcomabr mailing address p o box 105 newark oh 430580105 usabr br date  09302020  1200 am est usa
"
11713,"three old man rap battle featuring donald trump on a hrefhttpworldstarhiphopcomworldstarhiphopcoma skynews
"
11714,"god bless president donald trump and god bless america 
"
11715,"donald is such a loser
"
11716,"sam donaldson is just a man of no character he just likes to believe he39s a tough guy and he39s a smart guy
"
11717,"god has chosen donald trump for 2 full termsafter these investigations and fraud busted outgod is putting donald jtrump right back in the 0val 0fficehe is the best president american has ever hadand he will be for the next 4 years aswell
"
11718,"donald trump and joe biden are having a meeting like among us
"
11719,"wallace lowered donaldbr cause see a hrefhttpswwwyoutubecomwatchvk8z9kqhrh5campt09m45s0945a he teaches the trumpet br hahahahhaha
"
11720,"wish i could vote for donald trump
"
11721,"donald trump cant keep his mouth shut while biden speaking  i hope someone mute his mic
"
11722,"donald trump is soooo unruly
"
11723,"if donald trump doesn39t win who will protect america from the anarchists
"
11724,"go donald trump
"
11725,"first question already total chaotic donald pig keep interrupting and have no respect for his opponent and the moderator
"
11726,"it39s a nice debate between joe biden and donald trump
"
11727,"donald j trump
"
11728,"chris wallace is a piece of crap if he wouldn39t have kept button in and stopping president trump from talking maybe it would have been a better debate in fact i think it was a debate between chris wallace and donald trump
"
11729,"donald trump is president because the dead are voting for biden
"
11730,"woi kok biden yang menang donald trump lah harusnya gila aja china menguasai dunia
"
11731,"donald needs to chill out
"
11732,"donald trump and joe biden are having a meeting like among us
"
11733,"he39s right donald trump did nothing
"
11734,"donald trump and joe biden are having a meeting like among usbr omg ty so much for 100 200 to go
"
11735,"i wonder what other countries think about america after watching this debatei am ashamed to say i have anything to do with this country donald trump it is not only stupid he is rude selfish and truly is a chronic liar what in the hell are these people doing up there representing the united states of america they are both incompetent this is simply clear proof that someone else other people are running this country they are both just puppetswho would vote for someone who only pays a few hundred dollars in taxes and is a millionaireif trump was smart he would at least pay a few tens of thousands of dollars in taxes so people couldn39t say that he only paid a few hundreds of dollars
"
11736,"god bless president donald trump
"
11737,"im watching only to see who is the new president also im not saying i like donald trump but why do people hate him
"
11738,"donald trump 
"
11739,"america is great due of donald trumpso please american peoples vote for trump again
"
11740,"well left side  human body with soul and mind trump donald and side from right  dont know looks like ahuman body with animal soul without mind joseph biden not able to look in to eyes of opponent in argue                             human                                                                                      quot quot                             
"
11741,"donald trump is a goddamned idiot
"
11742,"i39m not pro anyone but  donald trump was roasting 
"
11743,"donald trump is dam lair
"
11744,"donald trump will destroyed this country and this nation
"
11745,"donald dam lair
"
11746,"is no one gonna talk about why donald trump is junko posing in the thumbnailbr br br br aight okay 
"
11747,"the truth is that obama destroyed america and luckily donald trump raise up a gain america
"
11748,"im standing for president donald trump  i cant kneel down to vote for joe biden hell no way 
"
11749,"donald is dominating
"
11750,"uk romania     portugal     sud africa   moldova   sweden   finland    croatia  serbia   singapore  india  mexico  it39s whit mr president donald trump and all 55 estates of america  love mr president donald trump
"
11751,"vote president donald trumpukeurope america its whit donald trump the man of goddavidfrom the bible
"
11752,"donald trump is going to win 
"
11753,"us president donald trump
"
11754,"donald trump 
"
11755,"donald trump is paying people to vote for him
"
11756,"donald 4 presidant
"
11757,"druggie donald is finished
"
11758,"fake news br  donald trump
"
11759,"moderators are not suppose to be on or against any side but this moderator is a shame we can see clearly he39s against donald trump i39m not on trump side but seriously this moderator is totally unprofesional makes me wonder if i should just vote for donald trump now
"
11760,"donald trump gooo
"
11761,"who win in election like donald dislike biden i39m donald
"
11762,"donald trump is the best
"
11763,"bruh look at the thumbnail how stupid donald trump looks
"
11764,"love donald trump 
"
11765,"president donald trump thinking of his safety yes all people wear masks he concerned about people safety he also consider people safety he doing the right thing of america  he do crazy things in life change things around he closed schools because of safety procedure for america and around the world  joe biden said he39ll cut the taxes in half but how long joe biden been in a senator for years but one help from joe biden but donald trump from poor to riches he put so much help in the economy i39ll vote for donald trump 
"
11766,"i watched the all thing presidential debate i39ll vote for donald trump because he loves bimbos the supreme court i hope they don39t vote for joe biden and god bless  america joe biden calls president trump clown imagine how he becomes president he39ll call all people clown president donald trump got a plan  percent the real issue is vote for donald trump because donald trump got a plan joe biden explained blaming his own mistakes to president donald39s shoulder  joe biden is god no body is perfect on earth 
"
11767,"donald trump likes to interrupt your adversary without hesitation 
"
11768,"donald trump is right trump 2020 joe biden is not true and he shouldnt be president lets make america great again 
"
11769,"who do u like the most br like donald trumpbr br comment biden
"
11770,"i keep comparing donald trump to baron von mnchhausen that39s a big lie it all
"
11771,"i swear to god donald trump stupidest president i ever seen in my 35 years of age i could compare him with mexicos president stupid
"
11772,"go go go donald trump for sure wiil become a  president again for sure that39s god39s will 
"
11773,"donald trump is annoying not letting biden talk
"
11774,"who will make america great againbr click on the below link to answerbr a hrefhttpsquestnrcomquestionquestnr_bidenvstrumpwhowilllead838040996064539959778142httpsquestnrcomquestionquestnr_bidenvstrumpwhowilllead838040996064539959778142abr br a hrefhttpwwwyoutubecomresultssearch_query23votereadyvotereadya a hrefhttpwwwyoutubecomresultssearch_query23fallagainriseagainfallagainriseagaina a hrefhttpwwwyoutubecomresultssearch_query23americaamericaa a hrefhttpwwwyoutubecomresultssearch_query23usausaa a hrefhttpwwwyoutubecomresultssearch_query23jointhecountdownjointhecountdowna a hrefhttpwwwyoutubecomresultssearch_query23bidenbidena a hrefhttpwwwyoutubecomresultssearch_query23trumptrumpa a hrefhttpwwwyoutubecomresultssearch_query23donaldtrumpdonaldtrumpa a hrefhttpwwwyoutubecomresultssearch_query23joebidenjoebidena a hrefhttpwwwyoutubecomresultssearch_query23election2020election2020a a hrefhttpwwwyoutubecomresultssearch_query23votevotea a hrefhttpwwwyoutubecomresultssearch_query23makeamericagreatagainmakeamericagreatagaina a hrefhttpwwwyoutubecomresultssearch_query23usausaa a hrefhttpwwwyoutubecomresultssearch_query23americaamericaa a hrefhttpwwwyoutubecomresultssearch_query23democracydemocracya
"
11775,"oh my that biden guy is just total slimeball and that hypnotising lookugh donald seems at least like a human
"
11776,"i feel sorry for americans donald trump is such a shame to the country look at how he is interrrupting both the gentlemen there such a spoiled brat i39m afraid he will buy voters again
"
11777,"the sitting down there br he is democrat br thats not fair for president donald trump br but dont  worrybr god already picked president donald trump four more years br not joe biden br god knows who good br one
"
11778,"this man is a democrat br joe bidenbr god already picked president donald trump four more years br not joe biden br he cant even walk and talks clearly br how he runs this country br come on no joke br thats funny and stupid
"
11779,"donald trump doesnt let anyone speak lmao
"
11780,"macdonald trump  tu juego lo tango en mis manos
"
11781,"love donald trump x
"
11782,"donald trump wouldn39t let this man get ina good word cause he knows he is making great points against him he39s going to jail anyway
"
11783,"vice president joe biden was so biden his time to say that president donald trump was a clown 
"
11784,"i wish pres trump got better news coverage bc he really works hard hes an outsider not a dc swamp creature like joe where he never gets criticized donald trump is the one i vote for many swamp institutions are against president trump bc he fights for americans the media is very antitrump
"
11785,"i don39t like how they keep arguingi have no idea how everyone is voteing for joe bidenif i was voteing i would choose donald trump
"
11786,"donald trump don39t worry the americans are watching and listening we all know what they have being doing to your government they will never succeed we will not allow them to come and crush this country
"
11787,"donald trump
"
11788,"love how biden told him to shut up lol donald trump doesnt get respect as a president because he acts like that
"
11789,"monsieur president donald j trump ampvice president mike pencebr novembre  troisiemebr 20202024bonne chance monsieur president donald j trumpc39 est bien lui39quotheros national monsieur president donald j trumpun homme du mondeun homme de qualitteun homme de bienvivat monsieur president donald j trumpbr agreez mes salutations distinguees  merci beaucoup br bien des saluts
"
11790,"debate or not donald trump is the best president for america
"
11791,"donald trump looks at pictures of naked young boys before any debate he said it calms him down fact
"
11792,"donald trump is a asshole
"
11793,"let us address president donald trump taxes
"
11794,"br how many people is donald trump entities and subsidiaries employ let us say a conservative number of 50000 and how much tax he pays for those employees furthermore how much tax those employees pay in city state and federal taxes and how much money do those employees pay for goods and services that are taxable so please do the math it is better to employ thousands of people and the corporations employers to pay little or no taxes
"
11795,"donald trump needs to step down as president getting old and wrinkled br let someone young and fresh have turn be a president god bless usa all the way from new zealand
"
11796,"donald trump solar flare
"
11797,"donald trump is what happens when ignorant people and out rage politic take over a generation i love how joe handles himself prayers for this nation
"
11798,"racist pig donald trump
"
11799,"and the winner is br donald trump  like br joe biden  comments
"
11800,"after watch this joe biden was not ready debate to donald trump why because he had lack of fact he just say his opinion on the other side donald trump always give fact about something i am indonesian but i like trump he is tenacious fighter
"
11801,"donald trump will surely winjoe biden really doesnt have any plans he is just making statements
"
11802,"donald john trump knew since before the debate that joe biden wil cheat listening to someone that told him what to tell to public biden was destroyed by the president and this guy the quotmoderadorquot was the real oponnent to trump that39s why the dncmsm doesn39t want more debates because trump will destroyed again and again and again and again and again and again and again
"
11803,"donald trump is such a dumbass oh my gosh its pretty sad they left him in the white house he is a corrupt piece of crap he is an embarrassment blah blahshut up
"
11804,"i think fox news group is turning their  back to the president donald trump their mission is accomplished and now mr trump is no more than a disposable razor safety for them 
"
11805,"donald trump should be send to another planet due to to much issues he should be on pluto  not in usabr god bless
"
11806,"donald is an idiot racist bigot that is not fit for this job a hrefhttpwwwyoutubecomresultssearch_query23bidenharrisbidenharrisa a hrefhttpwwwyoutubecomresultssearch_query23vote2020vote2020a
"
11807,"we love god god bless america support president donald trump and the word togerther stronger down with evil virus v hn virus co 19  commusism vc made china down to hell make the word and american heathy happy great life again thankyou evry body standing by with president donald trump make american great life again thankyou god bless your are all love 
"
11808,"the moderator should let donald trump continues talkingbut he cuts off and interrupt and when joe bidens turn to talk he let him finish allwhat a joke moderator
"
11809,"donald trump is a bully  covid fake infection to get votes both of them are not not worthy of this power bidan is but to old
"
11810,"donald trump is a dumb mr is a capable president not trump
"
11811,"obama health care is a scam and they are using that to kill americans and donald trump is the best president and i would love him to win again
"
11812,"i feel donald trump is trying his bestgood luck america
"
11813,"this is the funniest prez debate on the planet ever lmao donald the clown is such a star brat
"
11814,"donald trump will win again second term and go on to resign  i39m a wizard from the future
"
11815,"only thing we understand that the donald trump came to the politics  to serve the  people  not for the dollar pick in full up him  pocket 
"
11816,"donald is annoying let the guy answer man and wait your turn
"
11817,"donald trump quot there aren39t 100 million people with preexisting conditionsquot according to the cdc 130 million people have preexisting conditions
"
11818,"that was an easy victory for donald trump biden nearly had a meltdown when trump pointed out his cronyism
"
11819,"donald trump is doing the solar flare on the thumbnail
"
11820,"i wonder if donald trump and joe biden are consciously aware that their 47 will be completely destroyed in the year 2021 judgment day is approaching every single evil immoral and unrighteous person in this world 
"
11821,"if donald trump was demoted to vice president and a younger person assisted the country of united states of america with the assistance from donald trump perhaps america could benefit from politics in a way that is less compition for  a head of state seat and more focused on individual an civilian needs such jobs welfare medical care education transportation medicinal care and aged care
"
11822,"donald dumpster   lets vote to get biden
"
11823,"donald is interrupting more than that bitchass cow in the knock knock joke
"
11824,"donald has done some good things
"
11825,"these trump supporters are absolutely idiots but they39re following there fearless leader head idiot president donald john trump js
"
11826,"donalds on anyway haha y is dat other duud just trying it no
"
11827,"i don39t understand what donald trump is talking about racist he39s the one that39s racist he doesn39t like mexicans american so he39s the one he does not need to be a president he39s hateful he39s disrespectful talks about immigrants look at his wife she39s a immigrant
"
11828,"i want donald trump for the next 4 years
"
11829,"i am for donald trump
"
11830,"toute la rdcongo soutient le president republicain donald trump
"
11831,"toute l39afrique soutient le president donald trump
"
11832,"le president donald trump sera reelu parce qu39il fait du bon travail pour son pays et l39humanite
"
11833,"quotdonald shut up manquot
"
11834,"president donald trump will be continuing the us39s president 2020 term for sure because god has selected him so br president donald trump will order to clean up all the messbr watch the egg joe biden to fight the stone  donald trump
"
11835,"donald trump world president now
"
11836,"its so disgusting what39s happening with the elites and this man they39ve put in here joe biden has dementia and is a tota puppet and a front man smoke and mirrors thats all they39re about the level of attack donald trumps sustained for his entire 4 years in office is so obvious to a certain percentage of our population and the others are totally blind to it is yet another example of divide and conquer is fact at this point the whole russian attack on him and all the lies that just never stuck to him was nothing more than a distraction
"
11837,"donald is ashamed of his self
"
11838,"i would like to see donald trump reelected as president he deserves  it
"
11839,"donald atrump gano vel debate  66  contra 34 no sera inicio de una tendencia indetenible de ganar  las priximas elecciones
"
11840,"donald duck knows how to play the game because hes a business person 
"
11841,"fora donald trump  o senhir ganhara 
"
11842,"biden    o anti cristo   donald trump jesu cristo
"
11843,"let him finish br he doesn39t know how to do thatbr bdonald39s face as he processes the implicationb
"
11844,"watching donald trying to take mental notes during biden39s piece on climate change is like watching a toaster shortcircuit
"
11845,"how much do a school teacher in america earns quotdonald trump pays tax less than a school teacher earnsquot in india the lowest earners are daily wage earners are school teachers paid so meagre in america just a thought
"
11846,"bmay god bless mr donald trump with immediate recovery from covid19 to continue his mission and decorate him president of the united states of america for one more termb 
"
11847," it is what it is br           donald trump  2020br           frank sheeran  the irishman 2019
"
11848,"my god trump is such a rude arrogant man that seems to think he is beautiful this wasnt a debate it was a shambles  im not american im an australian and feel so sorry for the american people if this is all they have to choosei think joe biden should be given a chance to govern surely he couldn39t be any worse than donald trump and his big fat look at me i love only me ego now iwill get off my soapbox and thank god i live where i do with a sensible government and prime minister
"
11849,"i hate donald trump im happy he got corona virus
"
11850,"am with donald least hes honest
"
11851,"donald trump for the win make america great again 
"
11852,"donald trump he is the worst president in the world
"
11853,"i think donald trump is only care about american people only
"
11854,"is this what an election debate for president isdonald trump needs to shut up till its his time to speak the bible speaks of a person who speaks before hearing what the other person has to saya fool plseveryone needs to respectfully  have their turn to  speakwhile the other speak i like trump as a funny personbut he proved publicly that he39s a combative bully
"
11855,"donald trump was brilliant he spoke very direct as always and didn39t react to biden ignorant comments tell him to shut up and calling donald a clown dat wud speak volumes bout donald who didnt answer him silence speaks volumes wen someone cuts anyone down and especially d most powerful man in d world and who is doing great 
"
11856,"the scary thing is some people will respect donald for being inconsiderate and  quite frankly childish
"
11857,"i39ve heard better arguments from a karen and a mcdonald39s manager
"
11858,"look the president can give recommendations to states covid amp how individual people carry ourselves is not the fault of donald trump data is provided to the podium stop faulting anyone rather look within media amp governance rulings are tainted lust of  and desires for more more more have corrupted visions to add however yin yang provides light amp dark for balance what39s happening in a nutshell is our balance is off darkness is attempting to attack for domination amp twisting psyches for control amp take over fortunately we the people still have free will intuition and nigglings present in our souls we39re not going to be divided  may a light arise
"
11859,"biden looks really old donald well done speaking the truth
"
11860,"true trump is  fair and just leader  he is not afraid to big pharma having all workers are protected in his leadership i love donald trump amen  taxes are blod line of usa government trump is correct gogogogoamericans
"
11861,"br  and donald trump 
"
11862,"chris wallace does not ask impartial questions  he makes personal attacks on donald trump  he isn39t qualified to be a moderator  chris wallace should have stopped joe biden when he called trump a liar as biden is spouting all lies
"
11863,"i think if i was a american i would vote trump because i dont like biden there is just something about him amp the way he touches people is not good at all at least donald is helping people out of prison that should of been out years ago amp helped put people in prison that should of been in there years ago amp i hope he makes prince andrew go to america amp be tried for what his done 
"
11864,"donald trump  omg i am sitting here with  this is just so funny thank god i don39t live in americawhat a show for the world to see
"
11865,"next debate joe biden should just read all of donald trump39s tweets
"
11866,"this debate was a shitshow shame on donald trump
"
11867,"there is a lot of confusion in america over the election of a presidentbr br joe bidenbr donald tumpbr br i would just say to the american people br br think about this br br it was not donald trump who authorised cloning facility39sbr br freedom of speach 
"
11868,"donald trump 0 br joe biden 10 br br donald trump br joe biden 
"
11869,"donald is the biggest troll  i will go to the closest voting booth in russia  to vote him
"
11870,"donald wouldn39t allow anyone to talk in the debate that39s disgusting donald trump has coronavirus covid 19 joe biden is right let donald trump use face mask just like everyone else
"
11871,"brave lil cnn man i39d go stfu donald every 3 secs
"
11872,"i don39t know why l love president donald trump
"
11873,"its so sad donald trump can39t even wait his turn he truly has the mind state of my 3 year old daughter but atleast she has more morals and respect lol
"
11874,"the most honest and truthful thing i got out of that before i turn it off was donald trump was the worst president united states  has ever had 100 facts
"
11875,"donald trump has been basically calling everybody a lie not just joe biden
"
11876,"why cant donald ugly trump duck whatever his name is let the king biden talk fk d duck  i love biden
"
11877,"too annoying to sit through the donald ruined it for everyone
"
11878,"donald duck won39t let anyone speak fucktard
"
11879,"gosh i had so much fun listening to this  i bet the moderator needed some serious headache tablets after that he should be given a medal for being put through that  donald trump lost about every single argument that was ever made
"
11880,"get him donald trump
"
11881,"donald trump is the best and he is going to win again for 2020 for a 4 more years as our president again
"
11882,"president donalds trump prophecy 2020 election  prophetic word for 2020 usa election a hrefhttpswwwyoutubecomwatchvokn00wwlmleampfeatureyoutubehttpswwwyoutubecomwatchvokn00wwlmleampfeatureyoutubea
"
11883,"ti l ngi vit nam ti ang sng  vit nam v ti ng h chnh sch ca quottng thng donald trumpquot  trump 2024 
"
11884,"donald trump is right about car emmisons and mpg new cars  cost too much and mpg increased only 5 to 10 
"
11885,"fun factbr donald went to detention very oftenbr his father encuraged him in letting him believe he is something very special and called him quotkingquot
"
11886,"how would this debate go if there were two donald trumps
"
11887,"donald trump won that debate
"
