,text
16065,"the vietnamese people support trump because trump can stop the ambition and expansion of the east sea  joe biden is the one who compromises with china in exchange for commercial interests  the benefit for the american people is beneficial but the world is greatly damaged  donald trump39s vision is broader than joe biden39s
"
16066,"joe youve been in office for decades and decades you are the one who created the problems we have today because you sold out americans and our great paying manufacture jobs to other countries and green new deal would be more of the same joe say no to joe
"
16067,"joe who
"
16068,"why mot make joe amswer
"
16069,"you and george paid people to riot and they bought impliments and had them delivered to riot areas knowiing people would use bricks when you put them there joe and george payed people to use them that w hy the cops steped back and when people were being hurt and you refuse the natinal guard
"
16070,"joe you and your son are the most curupt i have ever seen
"
16071,"a hrefhttpwwwyoutubecomresultssearch_query23crookedjoebidencrookedjoebidena being protected by crooked mainstream media news social media tyrants crooked fbi doj senate and congress but fake and miss leading information on president trump is okay
"
16072,"im crying  this ol joe aint just drop a tear for the aa community very entertaining
"
16073,"joe biden fighting for american people while trump fighting for their wealth and not paying taxes br joe biden for president  keeping america safe again
"
16074,"joe come on man i39ve been in congress for 47 years and haven39t followed through on any of my promises but that doesn39t matter i finally have a plan no really i have a plan to fix everything i will restore our standing in the world i39ll do this by selling out to the chinese i39ll come groveling at the feet of the rightful masters of our world i39ll allow corporations to take jobs away from americans so wall street can finally get back to their financially catastrophes to avoid any misunderstanding between us and china i will just turn over everything to the chinese no competition to keep americans working and don39t forget my shthead son he disgraced the reputation of this country by drug use in the navy but he39s not responsible we have attorneys that specialize in removing accountability so see hunter didn39t own up to any of his corrupt actions he has a disease that possesses the part of the brain that doesn39t listen to prove it i have hired attorneys to find out about this disease and give it a name and list it as a disease and a disorderi know my plans will devastate the middle class by kissing china39s as because i was right to allow the chinese in cooperation with our mega corporations that will ensure china39s human rights violations so i39m telling you man that we can surrender everything to the chinese and that will force them to become better rulers see i do have a plan
"
16075,"fake news lets not forget nancy and joe when trump shut it downcome out to china town and give hugs they cant even talk stuttering lying fake laughs fake people
"
16076,"joe biden need nurse home and mr trump lies about hillary clinton is not in prison and obama give nuclear technology to iran and no wall yet just more lies
"
16077,"dont forget what biden does around children huging them  when the clidren pulling away from him he is creepy joe
"
16078,"joe is stupid
"
16079,"quotby the waythe twentythe two hundred millionthe two hundred thousand people that have died on his watchhow many of those have survivedquot  joe biden 2020
"
16080,"oh my god trump trounced ol39 creepy sleepy joe
"
16081,"joe biden scandal exposed and he should drop race now
"
16082,"hunter biden joe biden scandal quota hrefhttpsnypostcom20201014emailrevealshowhunterbidenintroducedukrainianbizmantodadhttpsnypostcom20201014emailrevealshowhunterbidenintroducedukrainianbizmantodadaquot
"
16083,"joe biden is just a complete phony his record speaks for itself great job picking sides chris wallace
"
16084,"joe biden is basically the guy at weekend at bernies the dude that dances when music comes on and wears sunglasses
"
16085,"joe won by far  that is why the con man coward is running
"
16086,"same people who said trump would lose in 2016 are the same idiots who think quid pro joe  will win br trump 2q2q wwg1wga
"
16087,"a hrefhttpswwwyoutubecomwatchv9hnkfunlcfyampt1m07s107a lol look at the wire lol or is that a shirt crease oh well all i know is that joes team refused doing a test to prove it wasnt a wirealso tho this debate is literalyy donald trump vs joe and chris wallace 
"
16088,"look at looser joe lol
"
16089,"trump wil win anyway whats up with sleepy joe he isn39t even related to the presidential bloodline so he39s out no matter what do you get  my point
"
16090,"joe is either a robot or has alzheimer39s dude definitely isn39t all there  trump 2020 
"
16091,"man all i got to say this is embarrassing the way people are talking to our president i don39t like it joe biden is not fit to be our president look who39s on this side people come on
"
16092,"when trump interrupts it39s because he39s giving back actual fact to sleepy joe
"
16093,"joe biden quotthe 200 thou people who died on hiswatchow many of them survived and by the way
"
16094,"the only reason i would let joe bryden be president as if the world was coming to an end  but now that i think about its he would probably argue and yell at me but i would still stay here a good president we should give each other a hug before we die now that i think about that i don39t think i would hug that mean don39t take it personally joe you perley had some to do with it
"
16095,"the bravest thing you did joe was when you blurted oh shutup man and he was potus
"
16096,"fight biden brain and heart apply you are our support filipinos you are what we want to be president of america because you are a good person  a hrefhttpwwwyoutubecomresultssearch_query23bidenharris2020bidenharris2020a a hrefhttpwwwyoutubecomresultssearch_query23joewillleadusjoewillleadusa a hrefhttpwwwyoutubecomresultssearch_query23bidenharrislandslide2020bidenharrislandslide2020a a hrefhttpwwwyoutubecomresultssearch_query23joebidenjoebidena a hrefhttpwwwyoutubecomresultssearch_query23uselection2020uselection2020a
"
16097,"a hrefhttpswwwyoutubecomwatchv9hnkfunlcfyampt41m09s4109a  whats that again joe  and they said youre losing it
"
16098,"i can39t believe the disrespect for our elected president donald j trump  being called a quotclownquot and quotworst president of all timequotif you can39t respect our peoples elected presidenthow can you respect the people who elected him shame on you joeno way will i vote for a disrespectful man such as joe biden trump 2020
"
16099,"im on the left and you didnt lose me joe we got to get this fascist out of office
"
16100,"i do not watch for entertainment at all  dear mrpresident trumpplease do the right thing by all of the people voting for you  just try to not interupt so muchjust a suggestion no disrespectwe need you to win  god help us if joe biden wins  he is mentally impaired and i don39t know why a doctor has not come out and disclosed this detrimental fact to the presidential issue of competancy  i know theres a dr patient confidentiality but come on already it is what it is he does not qualify  there just hoping when he gets worse that kawalabear will take his placethat is a very scary concept  help mr president help  kathleen mariscal
"
16101,"that guy is the president of the united states the only one in the history of the country that keep the economy of the country runningbr sleep joe has nothing to offer to america a hrefhttpthattothattoa criticize trumpbr his only argument is the corona virus
"
16102,"the only argument joe biden is the pandemic because he has nothing to ofertbr sleeping joe did nothing but sold himself to the communistbr he expend 8 years in the white house with the same argument about obama care and climate changesbr the worst years for the economy of the usa 
"
16103,"joe is a clone not a clown he cant talk 
"
16104,"joe lost general motors chrysler dupont avon bank of america and many other employers in his own state of delaware not to mention the depletion of union members in skilled trades he is a farce
"
16105,"joe biden  make me sick i just saw a video of a lady who work for him in 1990 and he was a  pervert and discussing man touching her and said nasty things  they should create a mural about joe biden  by saying  how nasty he is
"
16106,"biden dont look like he could walk around the block let alone take on the stresses of being president looks like hes one foot out the door   and i dont want a president who is creepy and rubs on kids people forgot all all the video clipsgrossand if you think joe or any political person actually cares about the lower class middle class or anyone who lives paycheck to paycheck not only are you gullible but more stupid than i had previously expected
"
16107,"my god trump is so dumb i mean cmon folks it shouldn39t be that difficult for someone who topped there class in ivy league school to put someone in there place by using words but trump cannot do that and the only way he topped his class in school was by paying someone else to take the tests for him and by god does it show he is an embarrassmentbr trump cannot debate and if he tried to debate he would be found out even worse than he was found out herebr trump doesn39t represent the republican party my mom and dad supported that party is dead now this was trump39s and joe bidens opportunity to speak directly to we the people and at least biden was seen to attempt that tonight but trump didn39t take that opportunity and to me he showed nothing but disrespect and contempt towards the average americansbr our republic is in a mess and personally i believe if trump isn39t voted out in november our republic will not survive another trump term trumps spends government money all the time and bailed out big businesses just like obama bailed out the banksbr trump loves spending tax payers money exactly the same way he spent other people39s money all his life he does the same as potus br         yet none of these spineless conservatives will take a stand against him because one of these republicans are actually proper conservatives who hold conservative values or moralsbr next few month are critical in the the future of the usa
"
16108,"why would the democrats run joe biden
"
16109,"finishing what j f k started sleepy joeqanon  pub and you know the thinghere is the deal biden familybr criminal deals in c h i n a ?a hrefhttpsyoutubesb8xtxrfxtihttpsyoutubesb8xtxrfxtia  b ?i dbr en c r i m i n a l ?family deals ?inu k r a i n phon e ?callsbr ?j oe bi d e n h u n t e r ?b i ?d e n k erry ?1 a hrefhttpsyoutubexvirvhntsr0httpsyoutubexvirvhntsr0a ?? 2? a hrefhttpsyoutubemaadnf__gtqhttpsyoutubemaadnf__gtqa ? ??huge democratic pedofile list  hei joe youbr are also on the list a hrefhttpsyoutubecfk0cq8qmykhttpsyoutubecfk0cq8qmyka military factscheck this gt typebr ingooglegt 35000 children rescued  listof dem ocratic pe dophiles a hrefhttpwwwyoutubecomresultssearch_query23qanonqanona  a hrefhttpwwwyoutubecomresultssearch_query23littlegirlsrapedlittlegirlsrapeda 45 times a night  selling children in mexicoa hrefhttpsyoutubeniip732pw4c2a0httpsyoutubeniip732pw4?a 300000children rescued from undergroung tunnels inbr melbournea hrefhttpsyoutubesa64lis_ucmc2a0c2a0c2a0c2a0c2a0httpsyoutubesa64lis_ucm?????a f in l an dp a t r i o t
"
16110,"finishing what j f k started sleepy joeqanon  pub and you know the thinghere is the deal biden familybr criminal deals in c h i n a ?a hrefhttpsyoutubesb8xtxrfxtihttpsyoutubesb8xtxrfxtia  b ?i dbr en c r i m i n a l ?family deals ?inu k r a i n phon e ?callsbr ?j oe bi d e n h u n t e r ?b i ?d e n k erry ?1 a hrefhttpsyoutubexvirvhntsr0httpsyoutubexvirvhntsr0a ?? 2? a hrefhttpsyoutubemaadnf__gtqhttpsyoutubemaadnf__gtqa ? ??huge democratic pedofile list  hei joe youbr are also on the list a hrefhttpsyoutubecfk0cq8qmykhttpsyoutubecfk0cq8qmyka military factscheck this gt typebr ingooglegt 35000 children rescued  listof dem ocratic pe dophiles a hrefhttpwwwyoutubecomresultssearch_query23qanonqanona  a hrefhttpwwwyoutubecomresultssearch_query23littlegirlsrapedlittlegirlsrapeda 45 times a night  selling children in mexicoa hrefhttpsyoutubeniip732pw4c2a0httpsyoutubeniip732pw4?a 300000children rescued from undergroung tunnels inbr melbournea hrefhttpsyoutubesa64lis_ucmc2a0c2a0c2a0c2a0c2a0httpsyoutubesa64lis_ucm?????a f in l an dp a t r i o t
"
16111,"the best way to shut trump up  is to shut he39s mike off every time its joe bidens turn to talk 
"
16112,"okay this may sound really stupid but why does wallace refer to biden as vice president joe biden i realize he was vice president in the past but why is he still being referred to as vice president this is not meant to be a dig on biden just a legit question
"
16113,"you better do farming job joe it fits you
"
16114,"not going to lie joe is been more mature then donald trump
"
16115,"both joe bidens sons served in the militarybr both trumps sons didnt periodbr does he really care enough about this country to the point of sending his kids to the army and servebr grand pa joe add that to your campaign
"
16116,"nojoe the liiar
"
16117,"joe im going to get very lucky tonight biden
"
16118,"cain and abel smhbr two old men giving their acceptance speech into their new house named after them 39quotdon and joe39s sleep hub3939
"
16119,"joe39s lucky he didn39t contract covid with all that hot air
"
16120,"now here39s the deal  when joe says it39s not true then we know he is lying
"
16121,"joe talk about trump and peaceful debate he has let these riots go on them democrats need to all be let out of office what has joe biden done nothing nada trump 2020
"
16122,"joe biden talk uh he can39t remember where he is at most of the time
"
16123,"joe biden is a 
"
16124,"joe biden robing the little people to enrich joe biden self with hunter biden then political democrat establishment self
"
16125,"now we know she should definitely be in jail hilary and joe were part of the most corrupt administration in american history period   trump 2020 kag and all this is fake news all opinion
"
16126,"did you use the word smart br dont ever use the word smart with me joe br br disrespect is real what a president wow
"
16127,"joe biden will be 82 in about four years wow
"
16128,"why does wallace keep calling joe the vice president
"
16129,"a hrefhttpswwwyoutubecomwatchv9hnkfunlcfyampt1h21m53s12153a democrats are so ghetto and ignorant its pathetic and folks back this gangstar joe  
"
16130,"joe biden for president 2021
"
16131,"quotjoe biden is not senilequotbr me watching his speeches are you sure
"
16132,"quotif you have a problem figuring out whether you are for me or for trump you ain39t blackquot joe biden br br quotpoor kids are just as bright and just as talented as white kidsquot joe bidenbr br quotin delaware the largest growth in population is indianamericans moving from india you cannot go to a 7eleven or a dunkin donuts unless you have a slight indian accent joe bidenbr br quotunlike the africanamerican community with notable exceptions the latino community is an incredibly diverse community with incredibly diverse attitudes about different things joe bidenbr br quotthey39re saying 39jeez?the reason i was able to stay sequestered in my home is because some black woman was able to stack the grocery shelf39quot? joe biden
"
16133,"joe biden can equally hit back joke of the month
"
16134,"these people are so dishonestall of thembr joe biden really br it39s laughablebr you all sound so stupidbr trying to prop up this old senile criminalbr has been politician like he actually  has a chance against trump in novemberbr get real br stop hating and help maga 
"
16135,"if and when trump does lose this election joe biden will absolutely sell this country out he39s been doing exactly that as a phony politician for 47 years what did he do for you during that time name one accomplishment of joe biden aside from being a terrible plagiarist here i will do the work for you this is why he lost in his 3988 run and its sad a hrefhttpswwwyoutubecomwatchvzggq8ahzh_yhttpswwwyoutubecomwatchvzggq8ahzh_ya
"
16136,"hunter biden accepted 35 million for people trafficking that is the truth and if you disagree then you must still answer what was it forjoe biden did not deny it 34 times then he said quotthat39s not truequot nothing biden said during the debate was verifiable nothing trump could have left the lies hanging in midair just like the globalist minion mike wallace was doing or he could have defended himself and thank god he chose to defend himself the hatred destruction lies tantrums disrespect is beyond human comprehension what do they want open borders shari law sanctuary cities unlimited welfare just by asking all jobs shipped to china again war with russia abortion right up to the day of birth what  horrible way to enter this world and this is not the only way the left kills children pedophilia is overflowing in hollywood and in high ranking political and corporate organization where you will also find open hatred of all judeochristian culture the deep state is real as is the blackmail used to control all those in high office the deep state new world order mentioned by george h bush sept 11 1990 is almost here this is the final step look at the world around you this is not normal you have been consuming all the evil lies of the left what you decide on in less then the next thirty days will be the future of the world for centuries to come if the deep state wins no amount of crying will save you from the darkness that will follow
"
16137,"  people need to realize that news channels like cbsms nbc abc and the worst of the worst being cnn are all fear propaganda agenda pushing channels look up something called operation mockingbird and you will find out very fast that the job of these news channels is so sinister and corrupt research event 201 agenda 21 and id 2020 and you will see why our world is what it isbr these news channels just constantly push dishonesty fear for something that has a 997 survival rate those are the fax people did we ever wear masks and shut our world down for aids h1n1 br ebola tuberculosis chickenpox measles or anything else br we didnt and the world went on and nobody had their homes taken away lost their jobs had to wear a mask muzzle of shame which the data already shows that they do nothing for you or anybody else wears it you know whats even more sad is that these corrupt news people and the people that they work for being the new world order dont even realize what theyre doing to their world its all about the money for them and thats all they seem to care about and for those of you who cant realize or understand anything i wrote here turn your television off and find a search engine besides google and start doing your research  youll probably be blown away as  your eyes and minds might just start waking up to whats really going on out therebr by the way joe bidenand donald trump regardless of what are working for the same team team new world order not america 
"
16138,"in the words of joey biden about the african americansbr a hrefhttpswwwyoutubecomwatchvkfekx0cauu0httpswwwyoutubecomwatchvkfekx0cauu0a
"
16139,"joe looks really sleepy
"
16140,"joe still has his kool card
"
16141,"who would honestly choose either one though joe biden is the lesser of two evils
"
16142,"will you shut up man joe biden 2020
"
16143,"part of me wonders if he made fun of joe to get him to not wear a mask before the debate because he had already tested positive he is looking mighty red
"
16144,"you are not fooling anyone joe biden called the president a clown i watched it you are fake news
"
16145,"joes gaffes will get him a full time job on saturday night live 
"
16146,"i love you a hrefhttpwwwyoutubecomresultssearch_query23joebiden2020joebiden2020a
"
16147,"hypocrite joe telling the president that he39s in the wrong and could have done something about the pandemic when joe could have done something about joe condeming child predators and here joe is innapropriatley touching and interacting with  young girls
"
16148,"the only thing that cbsn got right is in your headline pres trump and fmrvp joe biden however it is president trump and biden face off in chaotic first 2020 presidential debate  full debate you are all a disgrace to our country for calling our president with his last name only and not his title he is the president of the united states rather you like him or not give respect where respect is due it is president trump or president donald trump or president donald jtrump i never watch your network anymore and never will again you are not true reporters with absolute facts you are a disgrace to journalism
"
16149,"i can39t believe it i can39t believe that people are so misled they39re going to be voting for joe biden knowing that the presidents are just a face to put on a party and i definitely don39t want to see a democratic party running our country again all people are arguing about our abortions covid and let me say this one it39s a good one climate change it39s no longer global warming all i hear is joe biden saying he39s going to do this saying he39s going to do that but where is the money coming from all i hear is him slanging around money we39re going to go into an economic depression if biden is elected if the democrats had their way they would just keep finding themselves into a financial depression giving away free medical giving away free this free that and no i do not believe that people can run around and have babies and then six months later decide they39re not happy with their significant other so they just want to get rid of it and start over or just have five different kids and live off the state and with a police brutality epidemic half of those retards deserve it they freaking run wild i can39t wait to for the new democratic new order of a bunch of diaperwearing pedophiles that39s what39s wrong with our economy it39s not hard anymore you move out at 18 you file for cash assistance and food stamps and then you find an apartment and sit there and smoke weed all day long really i was not even impressed with anything that the debate had to offer all they want to do is support this support that help this help that what about people taking accountability
"
16150,"creepy joe biden and his son creepy hunter biden corrupt to the core they are being investigated and the truth will come out and you can do your own investigation the evidence is profound
"
16151,"can we debate the ties joe39s is so ugly donald on the other hand is handsome
"
16152,"joe biden doesnt look to me a human looks like sme robot n teeth to crush like in one of the  alien movies
"
16153,"wallace is a joke of a moderatorbring on joe rogan jon stewart or anyone but these msm talking heads
"
16154,"hey hello?isaac? hey you guys don39t you know that hunter got executed br br br br a hrefhttpsyoutubeemakxr2blr4httpsyoutubeemakxr2blr4abr br a hrefhttpsyoutubeqj2qvg1kqwyhttpsyoutubeqj2qvg1kqwyabr br  he was selling our country to the chinese communist party ccp and selling them our top secret information just like all the basketball players you guys better not watch no basketball we need to let everyone know the basketball teams are all traders selling out to china our country and everything we stand for they dont so do not watch plz boycott boycott most sports atheletes  have china involvements eeewwww sickooos treason ers hunters executed and so  did   hisbr  dad joe executed and his wife and 4  ex presidents and their wives and three vice presidents and their wives several months ago they were all treasonous traitor s to our beautiful country of the united states of america br br a hrefhttpsyoutubeemakxr2blr4httpsyoutubeemakxr2blr4a br br br a hrefhttpsyoutubeqj2qvg1kqwyhttpsyoutubeqj2qvg1kqwya
"
16155,"maybe when joe biden losses he can take his party and his band of losers and move to hates and get jobs as construction worker39s  to rebuld the island that the clinton39s failed to do after the earth quake or move them to california and have them live in there rotted city39s because that was there idea the city39s
"
16156,"hillary didnt win because she was totally corrupt and a terrible candidate shes just not likable and probably the worst democratic candidate in us history until joe biden showed up to take that crown and thats why trump will win by a landslide unless the democrats are successful in using their mail in ballot scheme to steal the election but now with the new supreme court justice that will be seated before the election the democrats will likely have their plan to steal the election stopped by the court who will enforce the law and will not allow the democrats to carry out their scheme so get ready liberals trump is going to get 4 more years make sure you have a safe space and plenty of tissue because youre going to need it
"
16157,"obama best man joe biden
"
16158,"joe biden let me say everything twice let me say everything twice
"
16159,"go rest joe china ate your lunch too joe
"
16160,"amen to joe biden
"
16161,"lol  a hrefhttpswwwyoutubecomwatchv9hnkfunlcfyampt41m24s4124a biden says quotover 200000 people have diedquot quothow many of those people have survivedquot i couldn39t tell you joe lol
"
16162,"please vote this nov 3 2020 our lives depend on who wins i like joe biden
"
16163,"joe i hope you are the next president trump lies about everything he exaggerates and doesn39t know what he39s talking about and a liar
"
16164,"amen to joe biden go get them all joe
"
16165,"joe biden sucks he shuld not be alive he is letting criminals out
"
16166,"joe biden 33 time lies in first debate
"
16167,"who would give joe the power of the button to make our skin fall off that be the day tv zombies comes to real life
"
16168,"law and order sleepy joe or should we say sloppy joe 
"
16169,"here is a bombshell sound effect going off after devin nunes states that quotit39sbr simply amazing that joe biden is not pushed to answer that question   br brilliant a hrefhttpsyoutubey9wjveac2_kt116httpsyoutubey9wjveac2_kt116a
"
16170,"joe biden will won   jbww
"
16171,"the thumbnail picture of joe biden is obviously edited lmao cbs trying to make biden look younger amp wake latino here and dont care how much despacito he pretends to play edit click on my channel and subscribe more minority voices are speaking out latino voter in florida subscribe please to my channel thank you
"
16172,"wasnt chaotic joe didnt answer any questions chris got too involved
"
16173,"joe b don39t talk about scranton you left along time ago
"
16174,"trump was moderator and debater he asked joe tougher questions than chris
"
16175,"joe rogan would be much better than biased media wallace was all in for quid pro joe
"
16176,"i love joe biden39s smile
"
16177,"chris wallice is a clown joe biden is a complete idiot
"
16178,"why is the actions of joe biden39s son and brother basically selling out the country off limits no media to be found joe biden sold his sole out to the ukraine39s chinese and the russians
"
16179,"oh look they cut out the part where after biden and his wife walked away from wallace biden39s handler went to the lectern and grabbed joe39s yellow cheat sheet answer pad with all the answers to the pre determined questions  hmm didnt see any such cheat sheets for trumpobviously joe can not keep his mind trained for anything without someone telling him what to do
"
16180,"there is no other person in demarcate this joe cannot make it omg
"
16181,"joe biden shows the world in their first debate how weak and stupid he is he seems to be staring into empty space when talking and sees nothing
"
16182,"joe biden speaks lies upon lies
"
16183,"thank god joe was not president when the virus hit the us we would all be dead by now
"
16184,"br me 3939joe won the debate3939
"
16185,"hillary clinton still needs to go to jail and joe along with her
"
16186,"how dare those people criticize president trump for speaking his mind after all of the craps the dems have thrown at our president for the past 4 years constantly and consistently lying and creating kos for him what short memories some people have this man has done an amazing job and all while fending off some of the worst situations and lies created just to make him look bad the whole thing is really unbelievablefor 4 years if he performed a miracle every day they would still pick each miracle apart and criticize him saying those miracles weren39t good enough i have to give him praise for being as tolerant as he has been inspire of him defending himself while joe biden lies but lying is what they do best what a shame
"
16187,"no way joe will become president that39s a big joke and you know it  everybody love trump and he will become president in 2020  fake news just like with hillary you said she would winn but she  she lost it will be the same with joe he will not become president it will be trump in 2020godjesus and the holy spirit has a plan and no matter what nobody can stop that not even corona i cover this situation with the blood of jesus including my phone and me to break every cures that tries to touch president trump in anyway in jesus christ mighty name he is covered from now on so which god jesusand the holy spirit work you will see power like never before in jesus name amen
"
16188,"trumph won the debate joe is creepy
"
16189,"chris wallace should have asked joe biden about cockroaches
"
16190,"trump plays hardball trump is an og made in america he can39t put trump in a corner cause he will slip away he will win and many people will go to jail including sleepy joe and his son
"
16191,"so joe and trump didnt have a mask and trump is infected with coronavirusbr br joe better get checked
"
16192,"let the record show that wreck em joe interrupted trump first then trump proceeds to roast biden 
"
16193,"joe biden told president trump to quotshut upquot hey joe is that presidential talk quotsaying shut upquot
"
16194,"it doesn39t matter that they both acted like juveniles what matters is that trump has already shown in less than 4 years that he has accomplished a laundry list of solutions much longer then biden has done in his 47 years in politics joe biden will be a do nothing president trump has put forth policies that work and that is what is important for america he leads from the front instead of from the rear promises were made by trump and promises were kept by trump we need trump
"
16195,"is joe biden39s face too tight  who does his makeup  he looks white
"
16196,"what about joe and hunter biden trump jr would be in jail if he took money from the mayor of moscows wife
"
16197,"joe biden is no longer a vice presidentwhy is the moderator calling him a vice president
"
16198,"caution caution deep state using sattlites to put joe into your  head with feeling that hes okterrific cheating
"
16199,"joe biden was a terrible moderator  he wouldn39t let chris wallace debate trump
"
16200,"if trump hadn39t forced his response in he would it have been able to get his point across it39s so one sided otherwise probably why trump will happily go on joe rogans podcast while biden interviews cardi b
"
16201,"biden is trying to appeal to the people a lot in this debate constantly looking at the camera with a pointed finger at times making sure he addresses what the people care about with a lot of things but its completely obvious its a ruse to get people on his side trump can39t stop interrupting for a second to let joe speak and vise versa however even when joe does speak it just feels deceptive telling people what they want to hear knowing full well he wouldn39t do everything likely nothing he39s talking about if he did take office
"
16202,"not joe wearing a mask and the  not wearing one lmaoooo
"
16203,"trump has a much bigger fan base than sleepy poo poo joe
"
16204,"i don39t think we can trust joe biden if he is hiding information the court wants
"
16205,"i just found out that joe biden won39t tell the court info that he has so what is hiding
"
16206,"wheres your answer for the logan act joe you sore looser
"
16207,"joe i get angry if you expose my son biden
"
16208,"mr joe quoti won39t answer that questionquot bidenbr br dodging stuff left and right and avoiding any eye contact
"
16209,"prevailing wage huh joe crock of shamp
"
16210,"trump won the debate joe isnt mentally all there they need to give joe a caffine pill or hes gonna be walked over every debatebr br joe stated he fought against communist party ideology and told everyone he abandoned bernie sandersbr br hes burning bridges left and right trump has been ham stringed by bunk impeachment hearings personal attacks stonewalling and states riotingbr br if we had a true uninterrupted 4 years of trump i39ll say it could have been better br br so far it seems trump is the logical choice so far just by looking at policymaking issue
"
16211,"is joe biden the best that the democrats can do he is gonna get slaughtered its almost like they made it easy on trump just like mrs clinton trumps slogan should now on be they gonna dominate you joe lmao biden cant even remember were he went to shool for christ sake
"
16212,"of course there was fine people in both sides main stream medias and joe biden lies and lying to all american peoples
"
16213,"joe biden passed the law for rich people not paying federal tax now joe biden lies to you so no one care the federal didn39t give any one job or business therefore president in title not to paying any federal tax as he wanted that39s good not pay any federal tax because is smart joe biden was idiot
"
16214,"here39s joe biden comes to stealing from all american hard worker and main stream medias comes to stealing with joe biden beware them
"
16215,"president donald trump won the debatejoe biden stink loser fraud idiot liars flip flop during first debate vs great president donald trump joe biden buy main stream medias real poll joe biden lost the debates
"
16216,"blegit trump wouldve taken the cake if he went like hey joe is your name really joe yea why what does that have to do with all this joe mamab
"
16217,"the fact is joe biden worse for all black
"
16218,"sleepy joe was the first to interrupt and starting calling names and shut ups watched to verify trump claims and chris wallace was on biden39s side
"
16219,"who did all of the name calling joe from the start
"
16220,"joe needs a psychiatrist badly full timelord help him
"
16221,"chris is bias like the rest of the media is second time watching this trump took slow joe for a spanking bip bip  ouch
"
16222,"at the a hrefhttpswwwyoutubecomwatchv9hnkfunlcfyampt1h20m51s12051a mark quotquotits hard to get any word in with this clownquotquot  joe biden
"
16223,"2nd debate moderator   a guy who interned for joe biden worked for ted kennedy and tweeted out an oped titled quotno not trump not ever39    sounds fair huh
"
16224,"omg dis is so funny joe biden call donald trump a clown
"
16225,"ok who started the name calling and interruptions  let me help you joe biden  chris wallace did a horrible job of controlling this  he let joe get away with not answering the question about packing the supreme court  guess what  if you want to keep your country you have to vote trump regardless of whether you like him or not  joe and harris will pack the supreme court and put the green new deal down the throats of all of us  that will end america as we know it and put us on par with venezuela or worse  joe and harris will make puerto rico and dc both states which will give the socialists a permanent super majority  then with the packed courts they can shove whatever they want down the throats of the american people  hence goodbye america forever  think about it  joe loves china and will sell out anyone to get money from china  look at hunter look at burisma  these socalled media professionals are really just part of the democrat propaganda machine  it39s sad to see what is happening to america right now since the media is all in for biden  by the way joe has promised to raise taxes by 40 percent  so if you would like to get ahead you cannot vote biden  but if you want to live on section 8 the rest of your life maybe biden is for you
"
16226,"inaf for me joe bieden is the clear winnen 
"
16227,"quotby the waythe twentythe two hundred millionthe two hundred thousand people that have died on his watchhow many of those have survivedquot  joe biden 2020
"
16228,"8007721413  call these numbers for your biden harris campaign materials buttons apparel hats etcbr br 2 8005648818br br 3 7575199300br br 1 7573212504  call now for your own joe biden kamala harris autographed capbr br 8007721413br br 2 8005648818br br 3 7575199300br br 1 7573212504br br br 6302568591 for kamala harris signed burkabr br 6302568591
"
16229,"trump is winning haters joe biden is a racist check the research on joe biden for the bill that he signed when clinton was president to incarcerate black people for longer time there is no evidence no proof that donald trump said anything racist if he did say racist he was talking about the ms13 being racist and when he was talking about the mexicans he did not say all of them he said some of these people are racist listen to the verb when he said some of these people
"
16230,"i suggest people time how long joe biden was talking after the question and how long he gave trump  i saw times where chris wallace cut him off and only gave him 45 seconds  you gotta talk over these clowns because they cut you off mid sentence each time when your making a point   can we get someone impartial to ask actual debate questions instead of loaded questions  quotyou didnt do this blah blah blahquot  thats not how a debate works you cant ask a loaded question aimed at the candidate instead of the issue
"
16231,"joe took adrenochr0me for the debate look at his facial expressions what a sick world we live in expose these evil f8cks 
"
16232,"chris wallace amp joe biden are lovers  d
"
16233,"this was ugly but those of you that thought trump should not been so offensive  but remember trump has had democrats spying on him lying about trump and russia and then the pelosi schumar and schiff lying to impeach  when chris wallace made a comment the president said i thought i was debating joe but i should have know i would be debating you too  from then on you could see our president was fighting back not just for the debate but for everything that he has had to endure while in the presidencybr i think the next debate trump will be better at stating facts about biden and his socialist agenda obama and biden plus killary spying on him the russia hoaxfunded by killary dem cities defunding the police  riots burning down buildings pulling down statues antifa and blm all left extremist  china lied about the status of china virusbr our president has accomplished more in 47 months then biden has done in 47 yrs in politics  br hunter biden has taken money fro russia ukraine and china
"
16234,"dude joe is calling are usa president 
"
16235,"where39s the part when vince mcmahon  comes out and hits joe from behind with the steel chair or smashes a coconut off trumps head either one will work
"
16236,"hello everyone please bewarebr since joe biden got in the whitehouse from 2008 to 2012 there were hundreds of thousands american suicide 7 millions homes foreclosured millions kids with their parents must moved into homeless sheldters millions businesses closed down millions jobs have sent to china and third world country biden was also welcome millions chinese and opened doors for illegal immigrants therefore joe biden must be expelled out of the whitehouse
"
16237,"biden has been very undecided from the start of the covid19 pandemic he is very hypocritical  at first he said people are scared for nothing later praised trump for his timely response and now he says  that trump killed people i mean seriously why should we trust him and why is mainstream media quiet about hunter biden39s dealings with the wife of the former mayor of moscow in all honesty sleepy joe does not belong in office  please ask him what he39s learnt from the past 47 years where on earth is his track record of achievements he supports blm and says antifa is an idea  can someone please hold this man responsible for once
"
